Ad Set Name,Ad name,Result type,Results,Reach,Impressions,Cost per result,Amount spent (INR),Clicks (all),CTR (all),CPC (All),Reporting starts,Reporting ends,,
Lipoma-Kochi-Sep23,Lipoma-Kochi-Girl's forehead,Meta Leads,1,3326,4580,511.45,511.45,37,0.80786026,13.82297297,2023-09-01,2023-09-30,,
Circumcision-Trivandrum-Sep23,Circumcision-Trivandrum-Video,Meta Leads,1,2602,3264,507.40,507.40,32,0.98039216,15.85625,2023-09-01,2023-09-30,,
Piles-Chennai-Sep23,Piles-Chennai-plastic body & tissue paper,Meta Leads,3,2495,3315,165.37,496.10,33,0.99547511,15.03333333,2023-09-01,2023-09-30,,
Circumcision-Hyderabad,Circumcision-Hyderabad-Pen on Surgeon's Hand,Meta Leads,,4036,4463,,491.39,4,0.08962581,122.8475,2023-09-01,2023-09-30,,
001-Varicose Vein-Bangalore-Vascular-LG,Ad-04-001-Varicose Vein-Bangalore-Vascular-LG,Meta Leads,1,1383,1754,467.69,467.69,17,0.96921323,27.51117647,2023-09-01,2023-09-30,,
001-Piles-Vizag-Procto-LG,Ad-04-001-Piles-Vizag-Procto-LG,Meta Leads,1,1738,2196,465.76,465.76,20,0.91074681,23.288,2023-09-01,2023-09-30,,
Gynecomastia-Bangalore-Sep23,Gynecomastia-Bangalore-Man holding bag strap,Meta Leads,,1607,2384,,453.24,19,0.79697987,23.85473684,2023-09-01,2023-09-30,,
Cataract-Bangalore-Oct23,Cataract-Bangalore-Man Hanging and Whipping Cataract,Meta Leads,1,2228,2484,447.20,447.20,9,0.36231884,49.68888889,2023-09-01,2023-09-30,,
Lipoma-Coimbatore-Sep23,Lipoma-Coimbatore-Child giving a Drawing to Dad,Meta Leads,,1434,1854,,446.39,11,0.59331176,40.58090909,2023-09-01,2023-09-30,,
Piles-Hyderabad-Sep23,Piles-Hyderabad-Man sitting on a sofa,Meta Leads,,1346,1557,,430.74,5,0.32113038,86.148,2023-09-01,2023-09-30,,
Circumcision-Chennai-Sep23,Circumcision-Chennai-Video,Meta Leads,,2703,2985,,425.05,7,0.23450586,60.72142857,2023-09-01,2023-09-30,,
Lipoma-Coimbatore-Sep23,Lipoma-Coimbatore-Girl's hand,Meta Leads,,2015,2693,,416.51,20,0.74266617,20.8255,2023-09-01,2023-09-30,,
Gynecomastia-Bangalore-Sep23,Gynecomastia-Bangalore-Side view of a man without shirt,Meta Leads,1,1968,2455,412.06,412.06,18,0.73319756,22.89222222,2023-09-01,2023-09-30,,
Circumcision-Trivandrum-Sep23,Circumcision-Trivandrum-Banana on surgeon's hand,Meta Leads,,4185,4683,,390.70,10,0.21353833,39.07,2023-09-01,2023-09-30,,
Piles-Kochi-Sep23,Piles-Kochi-Girl holding cactus,Meta Leads,,5635,5774,,385.55,11,0.19050918,35.05,2023-09-01,2023-09-30,,
001-Circumcision-Bangalore-Urology-LG,Ad-01-001-Circumsicion-Bangalore-Urology-LG,Meta Leads,,572,659,,381.58,2,0.30349014,190.79,2023-09-01,2023-09-30,,
Piles-Chennai-Sep23,Piles-Chennai-Girl holding cactus,Meta Leads,1,2632,3283,376.24,376.24,20,0.6091989,18.812,2023-09-01,2023-09-30,,
Circumcision-Kochi-Sep23,Circumcision-Kochi-Man with black t-shirt,Meta Leads,,4022,4461,,375.61,15,0.33624748,25.04066667,2023-09-01,2023-09-30,,
Piles-Chennai-Sep23,Piles-Chennai-Man Standing on Theatre,Meta Leads,,1271,1745,,374.94,10,0.5730659,37.494,2023-09-01,2023-09-30,,
Circumcision-Kochi-Sep23,Circumcision-Kochi-Pen,Meta Leads,,2649,3543,,373.45,14,0.39514536,26.675,2023-09-01,2023-09-30,,
Piles-Vizag-Sep23,Piles-Vizag-Man Driving a Car,Meta Leads,,2784,3187,,369.78,7,0.2196423,52.82571429,2023-09-01,2023-09-30,,
001-Lipoma-Kochi-Cosmetic-LG,Ad-01-001-Lipoma-Kochi-Cosmetic-LG,Meta Leads,,1644,2275,,365.46,30,1.31868132,12.182,2023-09-01,2023-09-30,,
001-Lipoma-Kochi-Cosmetic-LG,Ad-02-001-Lipoma-Kochi-Cosmetic-LG,Meta Leads,3,3226,3529,120.39,361.16,27,0.76508926,13.3762963,2023-09-01,2023-09-30,,
Piles-Chennai-Sep23,Piles-Chennai-Man sitting on a sofa,Meta Leads,,1565,2384,,357.68,23,0.9647651,15.55130435,2023-09-01,2023-09-30,,
Circumcision-Hyderabad-Sep23,Circumcision-Hyderabad-Pen,Meta Leads,3,1812,1998,117.85,353.56,7,0.35035035,50.50857143,2023-09-01,2023-09-30,,
001-Lipoma-Kochi-Cosmetic-LG,Ad-03-001-Lipoma-Kochi-Cosmetic-LG,Meta Leads,1,2452,2734,352.76,352.76,13,0.47549378,27.13538462,2023-09-01,2023-09-30,,
Piles-Chennai-Sep23,Piles-Chennai-Man Driving a Car,Meta Leads,,937,1379,,346.52,9,0.65264685,38.50222222,2023-09-01,2023-09-30,,
Piles-Chennai-Sep23,Piles-Chennai-Girl holding cactus,Meta Leads,1,1621,2380,340.73,340.73,12,0.50420168,28.39416667,2023-09-01,2023-09-30,,
Lipoma-Trivandrum-Sep23,Lipoma-Trivandrum-Girl's forehead,Meta Leads,1,3208,3860,333.24,333.24,18,0.46632124,18.51333333,2023-09-01,2023-09-30,,
001-Circumcision-Chennai-Urology-LG,Ad-05-001-Circumsicion-Chennai-Urology-LG,Meta Leads,,1763,2135,,329.13,24,1.12412178,13.71375,2023-09-01,2023-09-30,,
Varicose Vein-Bangalore-Sep23,Varicose Vein-Bangalore-Weight on leg,Meta Leads,,1295,1622,,322.47,9,0.55487053,35.83,2023-09-01,2023-09-30,,
Lipoma-Kochi-Sep23,Lipoma-Kochi-Video,Meta Leads,,2103,2200,,320.61,19,0.86363636,16.87421053,2023-09-01,2023-09-30,,
Circumcision-Bangalore-Sep23,Circumcision-Bangalore-Man with black t-shirt,Meta Leads,,1022,1260,,313.98,5,0.3968254,62.796,2023-09-01,2023-09-30,,
Lipoma-Trivandrum-Sep23,Lipoma-Trivandrum-Girl looking on lipoma,Meta Leads,,2573,3196,,311.63,18,0.56320401,17.31277778,2023-09-01,2023-09-30,,
Circumcision-Coimbatore,Circumcision-Coimbatore-Pen on Surgeon's Hand,Meta Leads,,2007,2258,,305.08,6,0.26572188,50.84666667,2023-09-01,2023-09-30,,
001-Piles-Vizag-Procto-LG,Ad-03-001-Piles-Vizag-Procto-LG,Meta Leads,,1307,1578,,299.43,10,0.63371356,29.943,2023-09-01,2023-09-30,,
Circumcision-Kochi-Sep23,Circumcision-Kochi-Man with black t-shirt,Meta Leads,1,2341,2877,299.13,299.13,19,0.66041015,15.74368421,2023-09-01,2023-09-30,,
LASIK-Bangalore-Sep23,LASIK-Bangalore-Video,Meta Leads,3,2050,2185,95.85,287.55,13,0.59496568,22.11923077,2023-09-01,2023-09-30,,
Circumcision-Bangalore-Sep23,Circumcision-Bangalore-Banana on surgeon's hand,Meta Leads,1,1788,2044,287.22,287.22,14,0.68493151,20.51571429,2023-09-01,2023-09-30,,
Circumcision-Bangalore-Sep23,Circumcision-Bangalore-Pen,Meta Leads,,2227,2386,,280.97,3,0.12573345,93.65666667,2023-09-01,2023-09-30,,
Piles-Chennai-Sep23,Piles-Chennai-Man sitting on a sofa,Meta Leads,,1283,1655,,280.69,13,0.78549849,21.59153846,2023-09-01,2023-09-30,,
Lipoma-Chennai-Sep23,Lipoma-Chennai-Girl's hand,Meta Leads,,1654,2334,,280.42,14,0.59982862,20.03,2023-09-01,2023-09-30,,
Circumcision-Vizag-Sep23,Circumcision-Vizag-Man with black t-shirt,Meta Leads,,2150,2643,,271.50,7,0.26485055,38.78571429,2023-09-01,2023-09-30,,
Circumcision-Chennai-Sep23,Circumcision-Chennai-Pen,Meta Leads,,1872,2053,,268.70,2,0.09741841,134.35,2023-09-01,2023-09-30,,
Lipoma-Coimbatore-Sep23,Lipoma-Coimbatore-Girl Holding a Makeup Brush,Meta Leads,1,1292,1695,267.06,267.06,10,0.5899705,26.706,2023-09-01,2023-09-30,,
Gynecomastia-Bangalore-Sep23,Gynecomastia-Bangalore-Grade 1 to 4,Meta Leads,2,1651,1958,133.06,266.12,14,0.71501532,19.00857143,2023-09-01,2023-09-30,,
Piles-Vizag-Sep23,Piles-Vizag-Man sitting on a sofa,Meta Leads,,3271,3805,,264.16,7,0.18396846,37.73714286,2023-09-01,2023-09-30,,
Piles-Kochi-Sep23,Piles-Kochi-Video-Man Driving a Car,Meta Leads,,1677,2242,,258.19,16,0.71364853,16.136875,2023-09-01,2023-09-30,,
001-Varicose Vein-Bangalore-Vascular-LG,Ad-05-001-Varicose Vein-Bangalore-Vascular-LG,Meta Leads,1,1149,1338,256.56,256.56,8,0.59790732,32.07,2023-09-01,2023-09-30,,
Varicose Vein-Bangalore-Sep23,Varicose Vein-Bangalore-Weight on leg,Meta Leads,1,744,815,253.83,253.83,5,0.61349693,50.766,2023-09-01,2023-09-30,,
Circumcision-Coimbatore,Circumcision-Coimbatore-Man with black t-shirt,Meta Leads,,2418,2655,,250.29,15,0.56497175,16.686,2023-09-01,2023-09-30,,
Piles-Vizag-Sep23,Piles-Vizag-Girl holding cactus,Meta Leads,,2662,3146,,249.88,11,0.34965035,22.71636364,2023-09-01,2023-09-30,,
Cataract-Bangalore-Oct23,Cataract-Bangalore-Old Man Looking at Some where,Meta Leads,,933,1040,,248.54,1,0.09615385,248.54,2023-09-01,2023-09-30,,
LASIK-Chennai-Sep23,LASIK-Chennai-Video,Meta Leads,1,1207,1351,245.70,245.70,17,1.25832717,14.45294118,2023-09-01,2023-09-30,,
Lipoma-Hyderabad-Sep23,Lipoma-Hyderabad-Girl's forehead,Meta Leads,3,819,949,78.97,236.90,11,1.15911486,21.53636364,2023-09-01,2023-09-30,,
Lipoma-Kochi-Sep23,Lipoma-Kochi-Child Giving a Drawing to Dad,Meta Leads,,1434,1987,,236.31,20,1.00654253,11.8155,2023-09-01,2023-09-30,,
Lipoma-Hyderabad-Sep23,Lipoma-Hyderabad-Girl's hand,Meta Leads,,795,857,,235.12,3,0.35005834,78.37333333,2023-09-01,2023-09-30,,
Gynecomastia-Hyderabad-Sep23,Gynecomastia-Hyderabad-Man holding bag strap,Meta Leads,2,2120,2351,117.39,234.77,8,0.34028073,29.34625,2023-09-01,2023-09-30,,
Piles-Kolkata-LG,Piles-Kolkata-LG-Man Standing on Theatre,Meta Leads,1,1194,1290,224.17,224.17,7,0.54263566,32.02428571,2023-09-01,2023-09-30,,
Circumcision-Trivandrum-Sep23,Circumcision-Trivandrum-Pen,Meta Leads,,1806,2089,,213.00,5,0.23934897,42.6,2023-09-01,2023-09-30,,
Piles-Bangalore-Sep23,Piles-Bangalore-Man Driving a Car,Meta Leads,1,203,236,209.97,209.97,2,0.84745763,104.985,2023-09-01,2023-09-30,,
Lipoma-Coimbatore-Sep23,Lipoma-Coimbatore-Girl's forehead,Meta Leads,,1018,1297,,205.86,6,0.46260601,34.31,2023-09-01,2023-09-30,,
Piles-Bangalore-Sep23,Piles-Bangalore-Man Standing Inside a Theatre,Meta Leads,,508,578,,198.39,1,0.17301038,198.39,2023-09-01,2023-09-30,,
Circumcision-Chennai-Sep23,Circumcision-Chennai-Video,Meta Leads,,638,781,,198.10,8,1.02432778,24.7625,2023-09-01,2023-09-30,,
LASIK-Bangalore-Sep23,LASIK-Bangalore-Man throwing glasses into a wastebasket,Meta Leads,2,1242,1329,97.17,194.33,9,0.6772009,21.59222222,2023-09-01,2023-09-30,,
001-Piles-Kochi-Procto-LG,Ad-04-001-Piles-Kochi-Procto-LG,Meta Leads,,1083,1342,,183.46,12,0.89418778,15.28833333,2023-09-01,2023-09-30,,
Lipoma-Bangalore-Sep23,Lipoma-Bangalore-Girl's hand,Meta Leads,1,1200,1456,182.36,182.36,14,0.96153846,13.02571429,2023-09-01,2023-09-30,,
LASIK-Bangalore-Sep23,LASIK-Bangalore-Man with green shirt turning face against glasses,Meta Leads,1,1038,1110,175.17,175.17,3,0.27027027,58.39,2023-09-01,2023-09-30,,
Liposuction-Vizag-Sep23,Liposuction-Vizag-Weight on leg,Meta Leads,,662,732,,174.09,3,0.40983607,58.03,2023-09-01,2023-09-30,,
001-Lipoma-Kochi-Cosmetic-LG,Ad-05-001-Lipoma-Kochi-Cosmetic-LG,Meta Leads,,791,1025,,163.58,9,0.87804878,18.17555556,2023-09-01,2023-09-30,,
001-Varicose Vein-Bangalore-Vascular-LG,Ad-03-001-Varicose Vein-Bangalore-Vascular-LG,Meta Leads,1,495,561,159.72,159.72,5,0.8912656,31.944,2023-09-01,2023-09-30,,
Hair Transplant-Chennai-Sep23,Hair Transplant-Chennai-Illustration,Meta Leads,1,123,135,156.96,156.96,0,0,,2023-09-01,2023-09-30,,
Piles-Hyderabad-Sep23,Piles-Hyderabad-Man sitting on a sofa,Meta Leads,1,1599,1682,144.27,144.27,7,0.41617122,20.61,2023-09-01,2023-09-30,,
Cataract-Bangalore-Oct23,Cataract-Bangalore-Old Man Looking at a Family Photo,Meta Leads,,737,809,,141.95,1,0.12360939,141.95,2023-09-01,2023-09-30,,
Lipoma-Vizag-Sep23,Lipoma-Vizag-Girl's forehead,Meta Leads,,1343,1555,,140.77,6,0.38585209,23.46166667,2023-09-01,2023-09-30,,
Gynecomastia-Bangalore-Sep23,Gynecomastia-Bangalore-Man with Towel on Neck,Meta Leads,,875,1058,,139.17,9,0.85066163,15.46333333,2023-09-01,2023-09-30,,
001-Circumcision-Bangalore-Urology-LG,Ad-04-001-Circumsicion-Bangalore-Urology-LG,Meta Leads,,813,919,,138.86,5,0.54406964,27.772,2023-09-01,2023-09-30,,
Lipoma-Kochi-Sep23,Lipoma-Kochi-Girl Holding a Makeup Brush,Meta Leads,,1010,1142,,136.45,2,0.17513135,68.225,2023-09-01,2023-09-30,,
Lipoma-Bangalore-Sep23,Lipoma-Bangalore-Girl's forehead,Meta Leads,2,738,934,67.14,134.27,11,1.17773019,12.20636364,2023-09-01,2023-09-30,,
Piles-Bangalore-Sep23,Piles-Bangalore-Man sitting on a sofa,Meta Leads,,81,85,,133.28,0,0,,2023-09-01,2023-09-30,,
001-Lipoma-Kochi-Cosmetic-LG,Ad-04-001-Lipoma-Kochi-Cosmetic-LG,Meta Leads,,565,702,,125.89,2,0.28490028,62.945,2023-09-01,2023-09-30,,
Circumcision-Hyderabad-Sep23,Circumcision-Hyderabad-Man with black t-shirt,Meta Leads,,428,538,,121.06,5,0.92936803,24.212,2023-09-01,2023-09-30,,
Lipoma-Kochi-Sep23,Lipoma-Kochi-Girl looking on lipoma,Meta Leads,,1068,1138,,119.17,1,0.08787346,119.17,2023-09-01,2023-09-30,,
Varicose Vein-Bangalore-Sep23,Varicose Vein-Bangalore-Red dress girl holding leg,Meta Leads,,368,407,,113.18,0,0,,2023-09-01,2023-09-30,,
Lipoma-Chennai-Sep23,Lipoma-Chennai-Girl Striking Lump,Meta Leads,,585,883,,111.92,4,0.45300113,27.98,2023-09-01,2023-09-30,,
Lipoma-Hyderabad-Sep23,Lipoma-Hyderabad-Child Giving a Drawing to Dad,Meta Leads,,299,312,,111.05,1,0.32051282,111.05,2023-09-01,2023-09-30,,
Cataract-Chennai-Sep23,Cataract-Chennai-old man eye,Meta Leads,,345,385,,109.19,4,1.03896104,27.2975,2023-09-01,2023-09-30,,
Piles-Hyderabad-Sep23,Piles-Hyderabad-plastic body & tissue paper,Meta Leads,,685,742,,107.46,1,0.13477089,107.46,2023-09-01,2023-09-30,,
Lipoma-Trivandrum-Sep23,Lipoma-Trivandrum-Girl Holding a Makeup Brush,Meta Leads,,769,925,,106.30,2,0.21621622,53.15,2023-09-01,2023-09-30,,
Lipoma-Trivandrum-Sep23,Lipoma-Trivandrum-Girl Striking a Lump,Meta Leads,,734,891,,101.26,2,0.22446689,50.63,2023-09-01,2023-09-30,,
LASIK-Vizag-Sep23,LASIK-Vizag-Video,Meta Leads,,1051,1143,,99.56,2,0.17497813,49.78,2023-09-01,2023-09-30,,
Piles-Hyderabad-Sep23,Piles-Hyderabad-Girl holding cactus,Meta Leads,,576,669,,97.35,4,0.59790732,24.3375,2023-09-01,2023-09-30,,
Varicose Vein-Bangalore-Sep23,Varicose Vein-Bangalore-Red dress girl holding leg,Meta Leads,1,613,662,92.03,92.03,3,0.45317221,30.67666667,2023-09-01,2023-09-30,,
Cataract-Chennai-Sep23,Cataract-Chennai-Old Man Looking at Some where,Meta Leads,,43,49,,90.88,0,0,,2023-09-01,2023-09-30,,
Lipoma-Vizag-Sep23,Lipoma-Vizag-Girl's hand,Meta Leads,,518,622,,88.12,2,0.32154341,44.06,2023-09-01,2023-09-30,,
Liposuction-Vizag-Sep23,Liposuction-Vizag-Red dress girl holding leg,Meta Leads,,112,119,,85.76,2,1.68067227,42.88,2023-09-01,2023-09-30,,
001-Varicose Vein-Bangalore-Vascular-LG,Ad-02-001-Varicose Vein-Bangalore-Vascular-LG,Meta Leads,,465,533,,84.36,2,0.37523452,42.18,2023-09-01,2023-09-30,,
Lipoma-Chennai-Sep23,Lipoma-Chennai-Girl's hand,Meta Leads,,403,525,,75.97,3,0.57142857,25.32333333,2023-09-01,2023-09-30,,
Cataract-Bangalore-Sep23,Cataract-Bangalore-Video,Meta Leads,,280,306,,73.51,5,1.63398693,14.702,2023-09-01,2023-09-30,,
Circumcision-Chennai-Sep23,Circumcision-Chennai-Pen,Meta Leads,,277,300,,69.24,1,0.33333333,69.24,2023-09-01,2023-09-30,,
LASIK-Chennai-Sep23,LASIK-Chennai-girl jumping and hitting the glasses,Meta Leads,,285,317,,68.49,2,0.63091483,34.245,2023-09-01,2023-09-30,,
Piles-Trivandrum-Sep23,Piles-Trivandrum-Girl holding cactus,Meta Leads,,508,652,,66.85,2,0.30674847,33.425,2023-09-01,2023-09-30,,
Cataract-Chennai-Sep23,Cataract-Chennai-Man Hanging and Whipping Cataract,Meta Leads,,49,59,,66.21,0,0,,2023-09-01,2023-09-30,,
Piles-Hyderabad-Sep23,Piles-Hyderabad-Man Driving a Car,Meta Leads,,300,311,,65.79,0,0,,2023-09-01,2023-09-30,,
Lipoma-Hyderabad-Sep23,Lipoma-Hyderabad-Girl's hand,Meta Leads,,29,32,,63.53,0,0,,2023-09-01,2023-09-30,,
Lipoma-Bangalore-Sep23,Lipoma-Bangalore-Girl looking on lipoma,Meta Leads,,414,467,,61.74,4,0.85653105,15.435,2023-09-01,2023-09-30,,
LASIK-Chennai-Sep23,LASIK-Chennai-Man with green shirt turning face against glasses,Meta Leads,,256,269,,61.42,1,0.37174721,61.42,2023-09-01,2023-09-30,,
Piles-Bangalore-Sep23,Piles-Bangalore-Video-Man Driving a Car,Meta Leads,,342,389,,55.01,0,0,,2023-09-01,2023-09-30,,
Circumcision-Bangalore-Sep23,Circumcision-Bangalore-Man with black t-shirt,Meta Leads,,593,621,,54.68,2,0.32206119,27.34,2023-09-01,2023-09-30,,
LASIK-Vizag-Sep23,LASIK-Vizag-Man throwing glasses into a wastebasket,Meta Leads,,314,337,,54.15,1,0.29673591,54.15,2023-09-01,2023-09-30,,
001-Piles-Kochi-Procto-LG,Ad-03-001-Piles-Kochi-Procto-LG,Meta Leads,,165,201,,54.04,1,0.49751244,54.04,2023-09-01,2023-09-30,,
Piles-Hyderabad-Sep23,Piles-Hyderabad-Girl holding cactus,Meta Leads,,441,461,,53.87,3,0.65075922,17.95666667,2023-09-01,2023-09-30,,
Lipoma-Vizag-Sep23,Lipoma-Vizag-Girl looking on lipoma,Meta Leads,,345,415,,52.78,0,0,,2023-09-01,2023-09-30,,
Cataract-Chennai-Sep23,Cataract-Chennai-Old women eye,Meta Leads,,322,338,,52.72,3,0.88757396,17.57333333,2023-09-01,2023-09-30,,
Lipoma-Kochi-Sep23,Lipoma-Kochi-Girl Striking a Lump,Meta Leads,,340,411,,50.42,0,0,,2023-09-01,2023-09-30,,
LASIK-Vizag-Sep23,LASIK-Vizag-Girl jumping and hitting the glasses,Meta Leads,,207,221,,48.72,1,0.45248869,48.72,2023-09-01,2023-09-30,,
Cataract-Chennai-Sep23,Cataract-Chennai-Old man reading book,Meta Leads,,260,269,,47.53,1,0.37174721,47.53,2023-09-01,2023-09-30,,
Lipoma-Chennai-Sep23,Lipoma-Chennai-Girl's forehead,Meta Leads,,253,295,,42.64,2,0.6779661,21.32,2023-09-01,2023-09-30,,
Lipoma-Chennai-Sep23,Lipoma-Chennai-Girl Holding Makeup Brush,Meta Leads,,260,369,,42.20,1,0.27100271,42.2,2023-09-01,2023-09-30,,
Piles-Bangalore-Sep23,Piles-Bangalore-Girl holding cactus,Meta Leads,,173,177,,41.13,0,0,,2023-09-01,2023-09-30,,
LASIK-Bangalore-Sep23,LASIK-Bangalore-girl jumping and hitting the glasses,Meta Leads,,185,194,,40.14,0,0,,2023-09-01,2023-09-30,,
Lipoma-Kochi-Sep23,Lipoma-Kochi-Girl's forehead,Meta Leads,,199,218,,40.13,1,0.4587156,40.13,2023-09-01,2023-09-30,,
Hair Transplant-Chennai-Sep23,Hair Transplant-Chennai-Doctor checking man's hair,Meta Leads,,149,163,,36.22,1,0.61349693,36.22,2023-09-01,2023-09-30,,
Piles-Hyderabad-Sep23,Piles-Hyderabad-Man Standing Inside a Theatre,Meta Leads,,301,341,,35.08,3,0.8797654,11.69333333,2023-09-01,2023-09-30,,
Cataract-Bangalore-Sep23,Cataract-Bangalore-Old man reading book,Meta Leads,,221,243,,33.50,2,0.82304527,16.75,2023-09-01,2023-09-30,,
Cataract-Vizag-Sep23,Cataract-Vizag-Video,Meta Leads,,297,319,,31.85,0,0,,2023-09-01,2023-09-30,,
001-Piles-Kochi-Procto-LG,Ad-01-001-Piles-Kochi-Procto-LG,Meta Leads,,155,185,,31.80,2,1.08108108,15.9,2023-09-01,2023-09-30,,
Gynecomastia-Bangalore-Sep23,Gynecomastia-Bangalore-Man with Towel on Neck,Meta Leads,,73,82,,31.48,0,0,,2023-09-01,2023-09-30,,
LASIK-Chennai-Sep23,LASIK-Chennai-Man throwing glasses into a wastebasket,Meta Leads,,147,152,,31.15,0,0,,2023-09-01,2023-09-30,,
Lipoma-Bangalore-Sep23,Lipoma-Bangalore-Girl Holding a Makeup Brush,Meta Leads,,11,17,,31.03,1,5.88235294,31.03,2023-09-01,2023-09-30,,
Gynecomastia-Trivandrum-Sep23,Gynecomastia-Trivandrum-Man with Towel on Neck,Meta Leads,,293,327,,30.82,0,0,,2023-09-01,2023-09-30,,
Lipoma-Chennai-Sep23,Lipoma-Chennai-Child giving a Drawing to Dad,Meta Leads,,156,214,,30.24,0,0,,2023-09-01,2023-09-30,,
001-Circumcision-Chennai-Urology-LG,Ad-01-001-Circumsicion-Chennai-Urology-LG,Meta Leads,,162,180,,28.35,3,1.66666667,9.45,2023-09-01,2023-09-30,,
LASIK-Vizag-Sep23,LASIK-Vizag-Man with green shirt turning face against glasses,Meta Leads,,198,211,,28.32,1,0.47393365,28.32,2023-09-01,2023-09-30,,
Cataract-Vizag-Sep23,Cataract-Vizag-old man eye,Meta Leads,,165,174,,28.24,1,0.57471264,28.24,2023-09-01,2023-09-30,,
Lipoma-Hyderabad-Sep23,Lipoma-Hyderabad-Girl Striking a Lump,Meta Leads,,205,218,,27.38,0,0,,2023-09-01,2023-09-30,,
Cataract-Bangalore-Sep23,Cataract-Bangalore-Old women eye,Meta Leads,,118,125,,26.90,0,0,,2023-09-01,2023-09-30,,
Lipoma-Hyderabad-Sep23,Lipoma-Hyderabad-Girl Holding a Makeup Brush,Meta Leads,,205,212,,26.75,3,1.41509434,8.91666667,2023-09-01,2023-09-30,,
Gynecomastia-Hyderabad-Sep23,Gynecomastia-Hyderabad-Man with Towel on Neck,Meta Leads,,163,174,,16.97,0,0,,2023-09-01,2023-09-30,,
Cataract-Vizag-Sep23,Cataract-Vizag-Old women eye,Meta Leads,,108,112,,16.88,0,0,,2023-09-01,2023-09-30,,
Gynecomastia-Kochi-Sep23,Gynecomastia-Kochi-Man with Towel on Neck,Meta Leads,,12,17,,16.74,0,0,,2023-09-01,2023-09-30,,
Lipoma-Chennai-Sep23,Lipoma-Chennai-Girl looking on lipoma,Meta Leads,,17,21,,14.80,0,0,,2023-09-01,2023-09-30,,
Piles-Bangalore-Sep23,Piles-Bangalore-Man Standing on a Scooter While Driving,Meta Leads,,30,30,,14.26,0,0,,2023-09-01,2023-09-30,,
Lipoma-Kochi-Sep23,Lipoma-Kochi-Girl looking on lipoma,Meta Leads,,115,119,,11.50,0,0,,2023-09-01,2023-09-30,,
Piles-Bangalore-Sep23,Piles-Bangalore-Man Standing inside a Theatre,Meta Leads,,63,75,,11.36,0,0,,2023-09-01,2023-09-30,,
Cataract-Vizag-Sep23,Cataract-Vizag-Old man reading book,Meta Leads,,123,129,,11.04,0,0,,2023-09-01,2023-09-30,,
Cataract-Chennai-Sep23,Cataract-Chennai-Old Man Looking at a Family Photo,Meta Leads,,88,91,,11.01,0,0,,2023-09-01,2023-09-30,,
Gynecomastia-Hyderabad-Sep23,Gynecomastia-Hyderabad-Man with Towel on Neck,Meta Leads,,52,60,,10.65,0,0,,2023-09-01,2023-09-30,,
Lipoma-Kochi-Sep23,Lipoma-Kochi-Girl's hand,Meta Leads,,65,68,,10.47,0,0,,2023-09-01,2023-09-30,,
Cataract-Bangalore-Sep23,Cataract-Bangalore-old man eye,Meta Leads,,90,98,,7.75,0,0,,2023-09-01,2023-09-30,,
Lipoma-Bangalore-Sep23,Lipoma-Bangalore-Girl's forehead,Meta Leads,,20,20,,7.55,0,0,,2023-09-01,2023-09-30,,
Gynecomastia-Vizag-Sep23,Gynecomastia-Vizag-Man with Towel on Neck,Meta Leads,,17,24,,5.93,0,0,,2023-09-01,2023-09-30,,
Piles-Hyderabad-Sep23,Piles-Hyderabad-Man Standing on a Bike While Driving,Meta Leads,,49,50,,4.10,0,0,,2023-09-01,2023-09-30,,
Lipoma-Vizag-Sep23,Lipoma-Vizag-Girl Holding a Makeup Brush,Meta Leads,,3,4,,1.72,0,0,,2023-09-01,2023-09-30,,
Lipoma-Bangalore-Sep23,Lipoma-Bangalore-Girl looking on lipoma,Meta Leads,,4,4,,1.51,0,0,,2023-09-01,2023-09-30,,
Lipoma-Bangalore-Sep23,Lipoma-Bangalore-Girl Striking Lump,Meta Leads,,4,6,,1.39,0,0,,2023-09-01,2023-09-30,,
Lipoma-Vizag-Sep23,Lipoma-Vizag-Child Giving a Drawing to Dad,Meta Leads,,19,22,,1.32,0,0,,2023-09-01,2023-09-30,,
Lipoma-Bangalore-Sep23,Lipoma-Bangalore-Girl's hand,Meta Leads,,8,8,,0.82,0,0,,2023-09-01,2023-09-30,,
Lipoma-Hyderabad-Sep23,Lipoma-Hyderabad-Girl's forehead,Meta Leads,,9,10,,0.49,0,0,,2023-09-01,2023-09-30,,
Lipoma-Vizag-Sep23,Lipoma-Vizag-Girl Striking a Lump,Meta Leads,,6,6,,0.30,0,0,,2023-09-01,2023-09-30,,
Lipoma-Bangalore-Sep23,Lipoma-Bangalore-Child Giving a Drawing to Dad,Meta Leads,,3,3,,0.15,0,0,,2023-09-01,2023-09-30,,
001-Lipoma-Trivandrum-Cosmetics-LG,Ad-06-001-Lipoma-Trivandrum-Cosmetics-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
001-Lipoma-Bangalore-Cosmetics-LG,Ad-04-001-Cosmetics-Lipoma-Bangalore-LG,Meta Leads,,0,0,,0.00,0,,,2023-09-01,2023-09-30,,
